-4.915011646967818, -6.115815778247446e-08, 0.011
-4.915018512836992, 2.2263499388892834e-07, 0.021
-4.915024295885641, 4.344046267123438e-07, 0.031
-4.91503113870523, 7.685384816909119e-07, 0.041
-4.915036943905869, 1.015086635549581e-06, 0.051
-4.9150437900929305, 1.3991655378225811e-06, 0.061
-4.915048507397649, 3.5834304866795264e-06, 0.07
-4.9150538520820675, 3.9834548399645726e-06, 0.081
-4.915059109449079, 7.587585304445316e-06, 0.091
-4.915064802368189, 7.988082256774634e-06, 0.101
-4.915070661992465, 7.306525769825488e-06, 0.111
-4.915007028400288, -9.313398120911701e-06, 0.121
-4.914827714463576, -2.231761805594652e-05, 0.131
-4.914536297575875, -4.049814472007924e-05, 0.141
-4.91412050151855, -3.959669730689486e-05, 0.151
-4.913591615423968, -3.970176900701632e-05, 0.161
-4.9129787652145716, -5.1151355432399576e-05, 0.171
-4.912245855788578, -7.049860084673723e-05, 0.181
-4.911416410767751, -8.757655473253632e-05, 0.191
-4.910466595892369, -8.888133590562237e-05, 0.201
-4.90941061326287, -9.04532820937658e-05, 0.211
-4.908258435711916, -0.00011302389886129385, 0.221
-4.907002028598528, -0.00010830810435124425, 0.231
-4.905628023483624, -0.00010865777418049642, 0.241
-4.904135778219038, -0.00011954336134091877, 0.25
-4.902552415786742, -0.00012721877120829312, 0.261
-4.900854367018711, -0.00013669851412635836, 0.271
-4.899042802760869, -0.00014012200087906677, 0.281
-4.897133221118745, -0.00016166789421666919, 0.291
-4.895113896573745, -0.00018626028947505232, 0.301
-4.892999437651534, -0.0001948994610579458, 0.311
-4.89076962137969, -0.00020311293766433545, 0.321
-4.888450420362486, -0.00020775523588933425, 0.331
-4.886003774041215, -0.00020879050330380015, 0.341
-4.883481325492218, -0.00020742558161427615, 0.351
-4.880839510726698, -0.0002374809928688584, 0.36
-4.87810158967673, -0.0002372053004068506, 0.371
-4.87524694142402, -0.0002442889052179575, 0.381
-4.872270963756227, -0.0002310083679417843, 0.391
-4.8691634075631685, -0.00023821917822879773, 0.401
-4.865966084404404, -0.00021671629467380266, 0.411
-4.862643479514769, -0.00022784099630303024, 0.421
-4.859239208148727, -0.00023446005646905472, 0.431
-4.855735823912677, -0.00021795827995356427, 0.441
-4.852119144791031, -0.0001778424787685935, 0.45
-4.848404277487008, -0.0001723708764456275, 0.461
-4.8446184351151285, -0.0001546837441777981, 0.471
-4.840731452184604, -0.00012013472602377932, 0.481
-4.836687647040849, -0.00010083250368168963, 0.491
-4.832519332933726, -0.0001024651779145897, 0.501
-4.828201127246915, -9.682161740107487e-05, 0.511
-4.823791106148803, -0.00011611114909739964, 0.521
-4.819248275731027, -0.00010247552327030194, 0.53
-4.814617596573997, -8.562273976995536e-05, 0.541
-4.809877647813943, -7.544289376002931e-05, 0.551
-4.805059153572515, -6.92725035117738e-05, 0.561
-4.800140139281619, -6.526517959094584e-05, 0.571
-4.795084149461773, -8.277845517974019e-05, 0.581
-4.789968538854585, -7.22221855420211e-05, 0.591
-4.784710868728958, -7.337048577363956e-05, 0.601
-4.779373148217051, -8.58971214451583e-05, 0.611
-4.773896035557693, -0.00010616085824881726, 0.621
-4.7683535589329065, -9.526188626122411e-05, 0.631
-4.762701646974544, -0.00011854534815430249, 0.641
-4.7569232993891895, -0.00012280495868109107, 0.651
-4.751013052797852, -9.302025419361414e-05, 0.661
-4.7449837000552435, -0.00012551368450680313, 0.67
-4.738851326610612, -0.00012082208590940032, 0.681
-4.732558066911087, -9.416106194049158e-05, 0.691
-4.7261884351375585, -8.69346206739912e-05, 0.701
-4.719736989673993, -5.207787208380664e-05, 0.711
-4.713262964281438, -8.01456144493553e-05, 0.721
-4.706667595130982, -0.00010702126237884554, 0.731
-4.699887764595677, -0.00014001458276428745, 0.741
-4.693028579580421, -0.00016742723340386996, 0.751
-4.6860141147293, -0.00017863357409299074, 0.761
-4.678922278463984, -0.00019025384948154292, 0.771
-4.671698742873389, -0.0002066845034339335, 0.781
-4.664356544473532, -0.0002468648219315359, 0.791
-4.656902733597778, -0.0003026105438840872, 0.801
-4.649350408033779, -0.0002818644187597577, 0.811
-4.64168156348914, -0.0003147311967872716, 0.821
-4.633823085918024, -0.00033106800993203204, 0.831
-4.62592231725689, -0.0003480085569793457, 0.841
-4.617930578954256, -0.0003103216511704857, 0.851
-4.609870981335015, -0.0002779604837219768, 0.861
-4.601730766041964, -0.00026514643941392475, 0.871
-4.5934912677988295, -0.00034886472071843377, 0.881
-4.585142012377842, -0.00032814130826177315, 0.891
-4.576633211748584, -0.00030204966629143097, 0.901
-4.568001790734567, -0.0003311223704638171, 0.911
-4.559211149387514, -0.0003590295331753861, 0.921
-4.5503108844908065, -0.00032199561908677094, 0.931
-4.54133399463206, -0.00030483813227691315, 0.94
-4.5323191199589346, -0.00029521326953277534, 0.951
-4.5232454732713325, -0.00033956023109017703, 0.96
-4.514085499993595, -0.0004056096397124288, 0.971
-4.504690747369525, -0.0003519054128303286, 0.981
-4.495276481140648, -0.0003159644685143383, 0.991
-4.485715427687557, -0.000304079193847875, 1.001
-4.476061533844774, -0.0002881164152673816, 1.011
-4.466244673330008, -0.00017244696544143658, 1.021
-4.456326728909645, -0.00019188842048998547, 1.031
-4.446250219763181, -0.00019772815195649653, 1.041
-4.436033594435607, -0.0001904632659925885, 1.051
-4.425802280562032, -0.00014290986880766777, 1.061
-4.415482271932917, -0.0001445317080857787, 1.071
-4.405028722355967, -0.0001179873723096511, 1.081
-4.394519623958116, -0.00022650132188746885, 1.091
-4.383834310867421, -0.0002572121824787179, 1.1
-4.373155794119562, -0.0002685018550745517, 1.111
-4.362395598779449, -0.00015889197393500508, 1.121
-4.351660911434689, -3.115491658373042e-05, 1.131
-4.340892920221064, 0.0002603607235578413, 1.141
-4.330130792480881, 0.00046777951076034334, 1.151
-4.319375889529237, 0.0010477110994071557, 1.161
-4.30868768803991, 0.0018873932726377626, 1.171
-4.298105920075325, 0.0027504123277279856, 1.181
-4.287358512943434, 0.004127293567758562, 1.191
-4.276116709420195, 0.0064503554490372966, 1.201
-4.264705311133057, 0.009317007508462039, 1.211
-4.253833060701464, 0.010991483364129239, 1.22
-4.243102450981856, 0.012978215234480527, 1.231
-4.232727405747589, 0.015448932540121241, 1.241
-4.222400294106342, 0.018599556606980146, 1.251
-4.212071012381984, 0.021848073795927788, 1.26
-4.203801874086025, 0.025976437801108483, 1.271
-4.197002615241057, 0.03065019869596527, 1.2810000000000001
-4.190495769923318, 0.03527225563942221, 1.291
-4.185697923295828, 0.03879936655194466, 1.301
-4.180432084144581, 0.04207571140820441, 1.311
-4.17497071741817, 0.04540781442236451, 1.32
-4.169255718096936, 0.04884976440567007, 1.331
-4.163240277293132, 0.05215883295082693, 1.341
-4.157040749240045, 0.055158711057877695, 1.351
-4.150661977260555, 0.05790340313187347, 1.361
-4.144143818165278, 0.06066344870140236, 1.371
-4.137315226631225, 0.06358739860512636, 1.381
-4.13015419448293, 0.06682967164510865, 1.391
-4.122833579306743, 0.07058828339388672, 1.401
-4.115291787161391, 0.07423540994249833, 1.411
-4.1076236262706045, 0.07821402901250818, 1.421
-4.09975755106051, 0.08262613757376076, 1.431
-4.091729318778779, 0.08725616223110796, 1.441
-4.08352215600659, 0.0922320047481904, 1.451
-4.074984364252424, 0.09759783248600887, 1.461
-4.066318509641809, 0.10262169939744398, 1.47
